building_name,building_id,category,level,wood,clay,iron,crop,total_resources,build_time,population,culture_points,effect_type,effect_value,effect_unit,effect_description
Harbor,g44,Infrastructure,6,5345,5085,4790,1840,17060,10460,13,12,,,,
Harbor,g44,Infrastructure,7,6950,6615,6225,2390,22180,12440,15,14,,,,
Harbor,g44,Infrastructure,8,9035,8595,8095,3105,28830,14730,17,17,,,,
Harbor,g44,Infrastructure,9,11745,11175,10525,4040,37485,17390,19,21,,,,
Harbor,g44,Infrastructure,10,15270,14530,13680,5250,48730,20470,21,25,,,,
Harbor,g44,Infrastructure,11,19850,18885,17785,6825,63345,24040,24,30,,,,
Harbor,g44,Infrastructure,12,25805,24555,23120,8870,82350,28190,27,36,,,,
Harbor,g44,Infrastructure,13,33550,31920,30055,11535,107060,33000,30,43,,,,
Harbor,g44,Infrastructure,14,43615,41495,39070,14990,139170,38580,33,51,,,,
Harbor,g44,Infrastructure,15,56700,53940,50790,19490,180920,45050,36,62,,,,
Harbor,g44,Infrastructure,16,73710,70125,66030,25335,235200,52560,39,74,,,,
Harbor,g44,Infrastructure,17,95820,91160,85840,32940,305760,61270,42,89,,,,
Harbor,g44,Infrastructure,18,124565,118510,111590,42820,397485,71370,45,106,,,,
Harbor,g44,Infrastructure,19,161935,154065,145065,55665,516730,83090,48,128,,,,
Harbor,g44,Infrastructure,20,210515,200285,188590,72365,671755,96690,51,153,,,,
Horse Drinking Trough,g46,Infrastructure,1,780,420,660,540,2400,2200,5,4,,,,
Horse Drinking Trough,g46,Infrastructure,2,1000,540,845,690,3075,3150,8,4,,,,
Horse Drinking Trough,g46,Infrastructure,3,1280,690,1080,885,3935,4260,11,5,,,,
Horse Drinking Trough,g46,Infrastructure,4,1635,880,1385,1130,5030,5540,14,6,,,,
Horse Drinking Trough,g46,Infrastructure,5,2095,1125,1770,1450,6440,7020,17,7,,,,
Horse Drinking Trough,g46,Infrastructure,6,2680,1445,2270,1855,8250,8750,20,9,,,,
Horse Drinking Trough,g46,Infrastructure,7,3430,1845,2905,2375,10555,10750,23,11,,,,
Horse Drinking Trough,g46,Infrastructure,8,4390,2365,3715,3040,13510,13070,26,13,,,,
Horse Drinking Trough,g46,Infrastructure,9,5620,3025,4755,3890,17290,15760,29,15,,,,
Horse Drinking Trough,g46,Infrastructure,10,7195,3875,6085,4980,22135,18880,32,19,,,,
Horse Drinking Trough,g46,Infrastructure,11,9210,4960,7790,6375,28335,22500,36,22,,,,
Horse Drinking Trough,g46,Infrastructure,12,11785,6345,9975,8160,36265,26700,40,27,,,,
Horse Drinking Trough,g46,Infrastructure,13,15085,8125,12765,10445,46420,31570,44,32,,,,
Horse Drinking Trough,g46,Infrastructure,14,19310,10400,16340,13370,59420,37220,48,39,,,,
Horse Drinking Trough,g46,Infrastructure,15,24720,13310,20915,17115,76060,43780,52,46,,,,
Horse Drinking Trough,g46,Infrastructure,16,31640,17035,26775,21905,97355,51380,56,55,,,,
Horse Drinking Trough,g46,Infrastructure,17,40500,21810,34270,28040,124620,60200,60,67,,,,
Horse Drinking Trough,g46,Infrastructure,18,51840,27915,43865,35890,159510,70430,64,80,,,,
Horse Drinking Trough,g46,Infrastructure,19,66355,35730,56145,45940,204170,82300,68,96,,,,
Horse Drinking Trough,g46,Infrastructure,20,84935,45735,71870,58800,261340,96070,72,115,,,,
Main Building,g15,Infrastructure,1,70,40,60,20,190,10000,2,2,build_time_reduction,0.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,2,90,50,75,25,240,2620,3,3,build_time_reduction,1.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,3,115,65,100,35,315,3220,4,3,build_time_reduction,1.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,4,145,85,125,40,395,3880,5,4,build_time_reduction,2.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,5,190,105,160,55,510,4610,6,5,build_time_reduction,2.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,6,240,135,205,70,650,5410,8,6,build_time_reduction,3.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,7,310,175,265,90,840,6300,10,7,build_time_reduction,3.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,8,395,225,340,115,1075,7280,12,9,build_time_reduction,4.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,9,505,290,430,145,1370,8380,14,10,build_time_reduction,4.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,10,645,370,555,185,1755,9590,16,12,build_time_reduction,5.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,11,825,470,710,235,2240,10940,18,15,build_time_reduction,5.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,12,1060,605,905,300,2870,12440,20,18,build_time_reduction,6.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,13,1355,775,1160,385,3675,14120,22,21,build_time_reduction,6.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,14,1735,990,1485,495,4705,15980,24,26,build_time_reduction,7.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,15,2220,1270,1900,635,6025,18050,26,31,build_time_reduction,7.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,16,2840,1625,2435,810,7710,20370,29,37,build_time_reduction,8.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,17,3635,2075,3115,1040,9865,22950,32,44,build_time_reduction,8.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,18,4650,2660,3990,1330,12630,25830,35,53,build_time_reduction,9.0,percentage,Building construction time reduction
Main Building,g15,Infrastructure,19,5955,3405,5105,1700,16165,29040,38,64,build_time_reduction,9.5,percentage,Building construction time reduction
Main Building,g15,Infrastructure,20,7620,4355,6535,2180,20690,32630,41,77,build_time_reduction,10.0,percentage,Building construction time reduction
Marketplace,g17,Infrastructure,1,80,70,120,70,340,1800,4,4,merchant_capacity,600,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,2,100,90,155,90,435,2390,6,4,merchant_capacity,700,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,3,130,115,195,115,555,3070,8,5,merchant_capacity,800,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,4,170,145,250,145,710,3860,10,6,merchant_capacity,900,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,5,215,190,320,190,915,4780,12,7,merchant_capacity,1000,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,6,275,240,410,240,1165,5840,15,9,merchant_capacity,1100,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,7,350,310,530,310,1500,7080,18,11,merchant_capacity,1200,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,8,450,395,675,395,1915,8510,21,13,merchant_capacity,1300,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,9,575,505,865,505,2450,10170,24,15,merchant_capacity,1400,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,10,740,645,1105,645,3135,12100,27,19,merchant_capacity,1500,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,11,945,825,1415,825,4010,14340,30,22,merchant_capacity,1600,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,12,1210,1060,1815,1060,5145,16930,33,27,merchant_capacity,1700,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,13,1545,1355,2320,1355,6575,19940,36,32,merchant_capacity,1800,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,14,1980,1735,2970,1735,8420,23430,39,39,merchant_capacity,1900,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,15,2535,2220,3805,2220,10780,27480,42,46,merchant_capacity,2000,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,16,3245,2840,4870,2840,13795,32180,46,55,merchant_capacity,2100,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,17,4155,3635,6230,3635,17655,37620,50,67,merchant_capacity,2200,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,18,5315,4650,7975,4650,22590,43940,54,80,merchant_capacity,2300,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,19,6805,5955,10210,5955,28925,51270,58,96,merchant_capacity,2400,absolute,Merchant carrying capacity
Marketplace,g17,Infrastructure,20,8710,7620,13065,7620,37015,59780,62,115,merchant_capacity,2500,absolute,Merchant carrying capacity
Palace,g26,Infrastructure,1,550,800,750,250,2350,5000,1,6,population_bonus,500,absolute,Population capacity bonus
Palace,g26,Infrastructure,2,705,1025,960,320,3010,6100,2,7,population_bonus,1000,absolute,Population capacity bonus
Palace,g26,Infrastructure,3,900,1310,1230,410,3850,7380,3,9,population_bonus,1500,absolute,Population capacity bonus
Palace,g26,Infrastructure,4,1155,1680,1575,525,4935,8860,4,10,population_bonus,2000,absolute,Population capacity bonus
Palace,g26,Infrastructure,5,1475,2145,2015,670,6305,10570,5,12,population_bonus,2500,absolute,Population capacity bonus
Palace,g26,Infrastructure,6,1890,2750,2575,860,8075,12560,6,15,population_bonus,3000,absolute,Population capacity bonus
Palace,g26,Infrastructure,7,2420,3520,3300,1100,10340,14880,7,18,population_bonus,3500,absolute,Population capacity bonus
Palace,g26,Infrastructure,8,3095,4505,4220,1405,13225,17560,8,21,population_bonus,4000,absolute,Population capacity bonus
Palace,g26,Infrastructure,9,3965,5765,5405,1800,16935,20660,9,26,population_bonus,4500,absolute,Population capacity bonus
Palace,g26,Infrastructure,10,5075,7380,6920,2305,21680,24270,10,31,population_bonus,5000,absolute,Population capacity bonus
Palace,g26,Infrastructure,11,6495,9445,8855,2950,27745,28450,12,37,population_bonus,5500,absolute,Population capacity bonus
Palace,g26,Infrastructure,12,8310,12090,11335,3780,35515,33310,14,45,population_bonus,6000,absolute,Population capacity bonus
Palace,g26,Infrastructure,13,10640,15475,14505,4835,45455,38940,16,53,population_bonus,6500,absolute,Population capacity bonus
Palace,g26,Infrastructure,14,13615,19805,18570,6190,58180,45460,18,64,population_bonus,7000,absolute,Population capacity bonus
Palace,g26,Infrastructure,15,17430,25355,23770,7925,74480,53040,20,77,population_bonus,7500,absolute,Population capacity bonus
Palace,g26,Infrastructure,16,22310,32450,30425,10140,95325,61830,22,92,population_bonus,8000,absolute,Population capacity bonus
Palace,g26,Infrastructure,17,28560,41540,38940,12980,122020,72020,24,111,population_bonus,8500,absolute,Population capacity bonus
Palace,g26,Infrastructure,18,36555,53170,49845,16615,156185,83840,26,133,population_bonus,9000,absolute,Population capacity bonus
Palace,g26,Infrastructure,19,46790,68055,63805,21270,199920,97550,28,160,population_bonus,9500,absolute,Population capacity bonus
Palace,g26,Infrastructure,20,59890,87110,81670,27225,255895,113460,30,192,population_bonus,10000,absolute,Population capacity bonus
Residence,g25,Infrastructure,1,580,460,350,180,1570,2000,1,2,population_bonus,500,absolute,Population capacity bonus
Residence,g25,Infrastructure,2,740,590,450,230,2010,2620,2,3,population_bonus,1000,absolute,Population capacity bonus
Residence,g25,Infrastructure,3,950,755,575,295,2575,3340,3,3,population_bonus,1500,absolute,Population capacity bonus
Residence,g25,Infrastructure,4,1215,965,735,375,3290,4170,4,4,population_bonus,2000,absolute,Population capacity bonus
Residence,g25,Infrastructure,5,1555,1235,940,485,4215,5140,5,5,population_bonus,2500,absolute,Population capacity bonus
Residence,g25,Infrastructure,6,1995,1580,1205,620,5400,6260,6,6,population_bonus,3000,absolute,Population capacity bonus
Residence,g25,Infrastructure,7,2550,2025,1540,790,6905,7570,7,7,population_bonus,3500,absolute,Population capacity bonus
Residence,g25,Infrastructure,8,3265,2590,1970,1015,8840,9080,8,9,population_bonus,4000,absolute,Population capacity bonus
Residence,g25,Infrastructure,9,4180,3315,2520,1295,11310,10830,9,10,population_bonus,4500,absolute,Population capacity bonus
Residence,g25,Infrastructure,10,5350,4245,3230,1660,14485,12860,10,12,population_bonus,5000,absolute,Population capacity bonus
Residence,g25,Infrastructure,11,6845,5430,4130,2125,18530,15220,12,15,population_bonus,5500,absolute,Population capacity bonus
Residence,g25,Infrastructure,12,8765,6950,5290,2720,23725,17950,14,18,population_bonus,6000,absolute,Population capacity bonus
Residence,g25,Infrastructure,13,11220,8900,6770,3480,30370,21130,16,21,population_bonus,6500,absolute,Population capacity bonus
Residence,g25,Infrastructure,14,14360,11390,8665,4455,38870,24810,18,26,population_bonus,7000,absolute,Population capacity bonus
Residence,g25,Infrastructure,15,18380,14580,11090,5705,49755,29080,20,31,population_bonus,7500,absolute,Population capacity bonus
Residence,g25,Infrastructure,16,23530,18660,14200,7300,63690,34030,22,37,population_bonus,8000,absolute,Population capacity bonus
Residence,g25,Infrastructure,17,30115,23885,18175,9345,81520,39770,24,44,population_bonus,8500,absolute,Population capacity bonus
Residence,g25,Infrastructure,18,38550,30570,23260,11965,104345,46440,26,53,population_bonus,9000,absolute,Population capacity bonus
Residence,g25,Infrastructure,19,49340,39130,29775,15315,133560,54170,28,64,population_bonus,9500,absolute,Population capacity bonus
Residence,g25,Infrastructure,20,63155,50090,38110,19600,170955,63130,30,77,population_bonus,10000,absolute,Population capacity bonus
Stonemason's Lodge,g34,Infrastructure,1,155,130,125,70,480,2200,2,1,build_cost_reduction,1,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,2,200,165,160,90,615,3150,3,1,build_cost_reduction,2,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,3,255,215,205,115,790,4260,4,2,build_cost_reduction,3,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,4,325,275,260,145,1005,5540,5,2,build_cost_reduction,4,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,5,415,350,335,190,1290,7020,6,2,build_cost_reduction,5,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,6,535,445,430,240,1650,8750,8,3,build_cost_reduction,6,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,7,680,570,550,310,2110,10750,10,4,build_cost_reduction,7,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,8,875,730,705,395,2705,13070,12,4,build_cost_reduction,8,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,9,1115,935,900,505,3455,15760,14,5,build_cost_reduction,9,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,10,1430,1200,1155,645,4430,18880,16,6,build_cost_reduction,10,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,11,1830,1535,1475,825,5665,22500,18,7,build_cost_reduction,11,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,12,2340,1965,1890,1060,7255,26700,20,9,build_cost_reduction,12,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,13,3000,2515,2420,1355,9290,31570,22,11,build_cost_reduction,13,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,14,3840,3220,3095,1735,11890,37220,24,13,build_cost_reduction,14,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,15,4910,4120,3960,2220,15210,43780,26,15,build_cost_reduction,15,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,16,6290,5275,5070,2840,19475,51380,29,18,build_cost_reduction,15,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,17,8050,6750,6490,3635,24925,60200,32,22,build_cost_reduction,15,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,18,10300,8640,8310,4650,31900,70430,35,27,build_cost_reduction,15,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,19,13185,11060,10635,5955,40835,82300,38,32,build_cost_reduction,15,percentage,Building cost reduction
Stonemason's Lodge,g34,Infrastructure,20,16880,14155,13610,7620,52265,96070,41,38,build_cost_reduction,15,percentage,Building cost reduction
Town Hall,g24,Infrastructure,1,1250,1110,1260,600,4220,12500,4,6,culture_points_bonus,2,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,2,1600,1420,1615,770,5405,14800,6,7,culture_points_bonus,4,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,3,2050,1820,2065,985,6920,17470,8,9,culture_points_bonus,6,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,4,2620,2330,2640,1260,8850,20560,10,10,culture_points_bonus,8,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,5,3355,2980,3380,1610,11325,24150,12,12,culture_points_bonus,10,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,6,4295,3815,4330,2060,14500,28320,15,15,culture_points_bonus,12,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,7,5500,4880,5540,2640,18560,33150,18,18,culture_points_bonus,14,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,8,7035,6250,7095,3380,23760,38750,21,21,culture_points_bonus,16,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,9,9005,8000,9080,4325,30410,45250,24,26,culture_points_bonus,18,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,10,11530,10240,11620,5535,38925,52790,27,31,culture_points_bonus,20,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,11,14755,13105,14875,7085,49820,61540,30,37,culture_points_bonus,22,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,12,18890,16775,19040,9065,63770,71690,33,45,culture_points_bonus,24,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,13,24180,21470,24370,11605,81625,83460,36,53,culture_points_bonus,26,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,14,30950,27480,31195,14855,104480,97110,39,64,culture_points_bonus,28,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,15,39615,35175,39930,19015,133735,112950,42,77,culture_points_bonus,30,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,16,50705,45025,51110,24340,171180,131320,46,92,culture_points_bonus,32,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,17,64905,57635,65425,31155,219120,152630,50,111,culture_points_bonus,34,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,18,83075,73770,83740,39875,280460,177350,54,133,culture_points_bonus,36,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,19,106340,94430,107190,51040,359000,206020,58,160,culture_points_bonus,38,percentage,Culture points production bonus
Town Hall,g24,Infrastructure,20,136115,120870,137200,65335,459520,239290,62,192,culture_points_bonus,40,percentage,Culture points production bonus
Trade Office,g28,Infrastructure,1,1400,1330,1200,400,4330,3000,3,4,merchant_capacity,600,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,2,1790,1700,1535,510,5535,3780,5,4,merchant_capacity,700,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,3,2295,2180,1965,655,7095,4680,7,5,merchant_capacity,800,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,4,2935,2790,2515,840,9080,5730,9,6,merchant_capacity,900,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,5,3760,3570,3220,1075,11625,6950,11,7,merchant_capacity,1000,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,6,4810,4570,4125,1375,14880,8360,13,9,merchant_capacity,1100,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,7,6155,5850,5280,1760,19045,10000,15,11,merchant_capacity,1200,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,8,7880,7485,6755,2250,24370,11900,17,13,merchant_capacity,1300,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,9,10090,9585,8645,2880,31200,14110,19,15,merchant_capacity,1400,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,10,12915,12265,11070,3690,39940,16660,21,19,merchant_capacity,1500,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,11,16530,15700,14165,4720,51115,19630,24,22,merchant_capacity,1600,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,12,21155,20100,18135,6045,65435,23070,27,27,merchant_capacity,1700,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,13,27080,25725,23210,7735,83750,27060,30,32,merchant_capacity,1800,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,14,34660,32930,29710,9905,107205,31690,33,39,merchant_capacity,1900,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,15,44370,42150,38030,12675,137225,37060,36,46,merchant_capacity,2000,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,16,56790,53950,48680,16225,175645,43290,39,55,merchant_capacity,2100,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,17,72690,69060,62310,20770,224830,50520,42,67,merchant_capacity,2200,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,18,93045,88395,79755,26585,287780,58900,45,80,merchant_capacity,2300,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,19,119100,113145,102085,34030,368360,68630,48,96,merchant_capacity,2400,absolute,Merchant carrying capacity
Trade Office,g28,Infrastructure,20,152445,144825,130670,43555,471495,79910,51,115,merchant_capacity,2500,absolute,Merchant carrying capacity
Treasury,g27,Infrastructure,1,2880,2740,2580,990,9190,8000,4,7,culture_points_bonus,2,percentage,Culture points production bonus
Treasury,g27,Infrastructure,2,3630,3450,3250,1245,11575,9580,6,9,culture_points_bonus,4,percentage,Culture points production bonus
Treasury,g27,Infrastructure,3,4570,4350,4095,1570,14585,11410,8,10,culture_points_bonus,6,percentage,Culture points production bonus
Treasury,g27,Infrastructure,4,5760,5480,5160,1980,18380,13540,10,12,culture_points_bonus,8,percentage,Culture points production bonus
Treasury,g27,Infrastructure,5,7260,6905,6505,2495,23165,16010,12,15,culture_points_bonus,10,percentage,Culture points production bonus
Treasury,g27,Infrastructure,6,9145,8700,8195,3145,29185,18870,15,18,culture_points_bonus,12,percentage,Culture points production bonus
Treasury,g27,Infrastructure,7,11525,10965,10325,3960,36775,22180,18,21,culture_points_bonus,14,percentage,Culture points production bonus
Treasury,g27,Infrastructure,8,14520,13815,13010,4990,46335,26030,21,26,culture_points_bonus,16,percentage,Culture points production bonus
Treasury,g27,Infrastructure,9,18295,17405,16390,6290,58380,30500,24,31,culture_points_bonus,18,percentage,Culture points production bonus
Treasury,g27,Infrastructure,10,23055,21930,20650,7925,73560,35680,27,37,culture_points_bonus,20,percentage,Culture points production bonus
Treasury,g27,Infrastructure,11,29045,27635,26020,9985,92685,41690,30,45,culture_points_bonus,22,percentage,Culture points production bonus
Treasury,g27,Infrastructure,12,36600,34820,32785,12580,116785,48660,33,53,culture_points_bonus,24,percentage,Culture points production bonus
Treasury,g27,Infrastructure,13,46115,43875,41310,15850,147150,56740,36,64,culture_points_bonus,26,percentage,Culture points production bonus
Treasury,g27,Infrastructure,14,58105,55280,52050,19975,185410,66120,39,77,culture_points_bonus,28,percentage,Culture points production bonus
Treasury,g27,Infrastructure,15,73210,69655,65585,25165,233615,77000,42,92,culture_points_bonus,30,percentage,Culture points production bonus
Treasury,g27,Infrastructure,16,92245,87760,82640,31710,294355,89620,46,111,culture_points_bonus,32,percentage,Culture points production bonus
Treasury,g27,Infrastructure,17,116230,110580,104125,39955,370890,104260,50,133,culture_points_bonus,34,percentage,Culture points production bonus
Treasury,g27,Infrastructure,18,146450,139330,131195,50340,467315,121240,54,160,culture_points_bonus,36,percentage,Culture points production bonus
Treasury,g27,Infrastructure,19,184530,175560,165305,63430,588825,140940,58,192,culture_points_bonus,38,percentage,Culture points production bonus
Treasury,g27,Infrastructure,20,232505,221205,208285,79925,741920,163790,62,230,culture_points_bonus,40,percentage,Culture points production bonus
Warehouse,g10,Infrastructure,1,130,160,90,40,420,2000,1,1,storage_capacity,1200,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,2,165,205,115,50,535,2620,2,1,storage_capacity,1700,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,3,215,260,145,65,685,3340,3,2,storage_capacity,2300,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,4,275,335,190,85,885,4170,4,2,storage_capacity,3100,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,5,350,430,240,105,1125,5140,5,2,storage_capacity,4000,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,6,445,550,310,135,1440,6260,6,3,storage_capacity,2763,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,7,570,705,395,175,1845,7570,7,4,storage_capacity,3397,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,8,730,900,505,225,2360,9080,8,4,storage_capacity,4177,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,9,935,1155,650,290,3030,10830,9,5,storage_capacity,5136,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,10,1200,1475,830,370,3875,12860,10,6,storage_capacity,6315,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,11,1535,1890,1065,470,4960,15220,12,7,storage_capacity,7764,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,12,1965,2420,1360,605,6350,17950,14,9,storage_capacity,9546,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,13,2515,3095,1740,775,8125,21130,16,11,storage_capacity,11737,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,14,3220,3960,2230,990,10400,24810,18,13,storage_capacity,14430,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,15,4120,5070,2850,1270,13310,29080,20,15,storage_capacity,17742,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,16,5275,6490,3650,1625,17040,34030,22,18,storage_capacity,21814,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,17,6750,8310,4675,2075,21810,39770,24,22,storage_capacity,26821,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,18,8640,10635,5980,2660,27915,46440,26,27,storage_capacity,32976,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,19,11060,13610,7655,3405,35730,54170,28,32,storage_capacity,40544,absolute,warehouse storage capacity
Warehouse,g10,Infrastructure,20,14155,17420,9800,4355,45730,63130,30,38,storage_capacity,49849,absolute,warehouse storage capacity
Waterworks,g40,Infrastructure,1,910,945,910,340,3105,2000,1,2,,,,
Waterworks,g40,Infrastructure,2,1190,1240,1190,445,4065,2620,2,3,,,,
Waterworks,g40,Infrastructure,3,1560,1620,1560,585,5325,3340,3,3,,,,
Waterworks,g40,Infrastructure,4,2045,2125,2045,765,6980,4170,4,4,,,,
Waterworks,g40,Infrastructure,5,2680,2785,2680,1000,9145,5140,5,5,,,,
Waterworks,g40,Infrastructure,6,3510,3645,3510,1310,11975,6260,6,6,,,,
Waterworks,g40,Infrastructure,7,4600,4775,4600,1720,15695,7570,7,7,,,,
Waterworks,g40,Infrastructure,8,6025,6255,6025,2250,20555,9080,8,9,,,,
Waterworks,g40,Infrastructure,9,7890,8195,7890,2950,26925,10830,9,10,,,,
Waterworks,g40,Infrastructure,10,10340,10735,10340,3865,35280,12860,10,12,,,,
Waterworks,g40,Infrastructure,11,13545,14065,13545,5060,46215,15220,12,15,,,,
Waterworks,g40,Infrastructure,12,17745,18425,17745,6630,60545,17950,14,18,,,,
Waterworks,g40,Infrastructure,13,23245,24135,23245,8685,79310,21130,16,21,,,,
Waterworks,g40,Infrastructure,14,30450,31620,30450,11375,103895,24810,18,26,,,,
Waterworks,g40,Infrastructure,15,39890,41420,39890,14905,136105,29080,20,31,,,,
Waterworks,g40,Infrastructure,16,52255,54265,52255,19525,178300,34030,22,37,,,,
Waterworks,g40,Infrastructure,17,68450,71085,68450,25575,233560,39770,24,44,,,,
Waterworks,g40,Infrastructure,18,89670,93120,89670,33505,305965,46440,26,53,,,,
Waterworks,g40,Infrastructure,19,117470,121985,117470,43890,400815,54170,28,64,,,,
Waterworks,g40,Infrastructure,20,153885,159805,153885,57495,525070,63130,30,77,,,,
Wonder Of The World,g45,Infrastructure,1,66700,69050,72200,13200,221150,9000,1,0,,,,
Wonder Of The World,g45,Infrastructure,2,68535,70950,74185,13565,227235,9430,2,0,,,,
Wonder Of The World,g45,Infrastructure,3,70420,72900,76225,13935,233480,9860,3,0,,,,
Wonder Of The World,g45,Infrastructure,4,72355,74905,78320,14320,239900,10300,4,0,,,,
